num,sku,name,brand,att_set,price,deal_price,style,gender,shape,description,frame_height,frame_width,frame_colour
111,RX5154Black Silver,Ray-Ban Rx5154 Small (Size-49) Black Silver 2000 Men Eyeglasses ,Ray-Ban,Eyeglasses,7890,6312,Full Rim,Men,Clubmaster,"b'Retro yet ultra-mod are Ray-Ban RX5154 ClubMaster eyeglasses. Crafted with elegance of premium Acetate, these full-rim eyeglasses are known for their functionality and efficiency. Created for men who put their best foot forward and aim for future, these futuristic eyeglasses have frame that has been styled in archetypal Wayfarer motif. Ray-Ban RX5154 ClubMaster eyeglasses have classic bold, black frame which makes men ooze confidence and women swoon.\nFeatures:\n\nRay-Ban RX5154 ClubMaster eyeglasses with their average weight are easy on nose and temples.\nFashioned out from premium Acetate, Ray-Ban RX5154 ClubMaster eyeglasses have bold and beautiful black frame and temples.\nFull-rimmed and Wayfarer\xe2\x80\x99s elegant design presents a chic combination of retro and contemporary fashion.\nOne year manufacturing warranty with small sized Ray-Ban RX5154 ClubMaster eyeglasses\nCrafted for men with determination and elegance\n\nRay-Ban RX5154 ClubMaster eyeglasses are flexible, durable and are made for forward-looking, stylish men. Buy your own chic Ray-Ban RX5154 ClubMaster eyeglass pair from Lenskart.com.\n\xc2\xa0\n\xc2\xa0\nBrand: Ray-Ban, Product Type: Eyeglasses, Frame Type: Full Rim, Frame Shape: Wayfarer, Gender: MenLenses shaped by hand (risk of human error)Prices vary depending on power of lensesNo warranty on lenses50% higher prices than Lenskart (on average)Limited selection of frames in stockLenses shaped by laser precision machinesSame price no matter what your power1 year warranty on all lenses50% lower prices than local optician (on average)5,000 frames in stock in a range of styles and brands'",36,141,Black Silver
112,RX6422Golden Tortoise,Ray-Ban RX6422 Large (Size-51) Golden Tortoise 3001 Unisex Eyeglasses ,Ray-Ban,Eyeglasses,7390,5912,Half Rim,Unisex,Square,"b'Ray-Ban RX6422 Large (Size-51) Golden Tortoise 3001 Unisex EyeglassesLenses shaped by hand (risk of human error)Prices vary depending on power of lensesNo warranty on lenses50% higher prices than Lenskart (on average)Limited selection of frames in stockLenses shaped by laser precision machinesSame price no matter what your power1 year warranty on all lenses50% lower prices than local optician (on average)5,000 frames in stock in a range of styles and brands'",45,134,Golden Tortoise
113,0RX6322IBlack Red,Ray-Ban 0Rx6322I Medium (Size-53) Black Red 2503 Unisex Eyeglasses ,Ray-Ban,Eyeglasses,5090,4072,Half Rim,Unisex,Rectangle,"b'Ray-Ban 0RX6322I Size:53 Black Red 2503 Eyeglasses are one minimalist pair that you would love to add to your fashion arsenal. Yes, we fancy bright and wide frames, but when the sun goes down, we want frames that are comfortable and yet maintain your style.Lenses shaped by hand (risk of human error)Prices vary depending on power of lensesNo warranty on lenses50% higher prices than Lenskart (on average)Limited selection of frames in stockLenses shaped by laser precision machinesSame price no matter what your power1 year warranty on all lenses50% lower prices than local optician (on average)5,000 frames in stock in a range of styles and brands'",28,135,Black Red
114,RX6326 Grey,Ray-Ban Rx6326 Large (Size-54) Gunmetal Grey02502 Unisex Eyeglasses ,Ray-Ban,Eyeglasses,5090,4072,Rimless,Unisex,Rectangle,"b'Ray-Ban Rx6326 Large (Size-54) Gunmetal Grey02502 Unisex EyeglassesLenses shaped by hand (risk of human error)Prices vary depending on power of lensesNo warranty on lenses50% higher prices than Lenskart (on average)Limited selection of frames in stockLenses shaped by laser precision machinesSame price no matter what your power1 year warranty on all lenses50% lower prices than local optician (on average)5,000 frames in stock in a range of styles and brands'",30,132,Grey
115,RX7056Brown,Ray-Ban Rx7056 Medium (Size-53) Tortoise Brown02012 Unisex Eyeglasses ,Ray-Ban,Eyeglasses,7390,5912,Full Rim,Unisex,Rectangle,"b'A timeless creation from Ray-Ban. Intellectually-designed rectangular frames that have the nuances of nostalgia in its texture. A style that goes well with both the fashionistas and serious nerds. Make it yours, just till you fall in love with another piece!\nLenses shaped by hand (risk of human error)Prices vary depending on power of lensesNo warranty on lenses50% higher prices than Lenskart (on average)Limited selection of frames in stockLenses shaped by laser precision machinesSame price no matter what your power1 year warranty on all lenses50% lower prices than local optician (on average)5,000 frames in stock in a range of styles and brands'",35,132,Brown
116,RX5312Matte Black,Ray-Ban Rx5312 Large (Size-54) Matte Black 02477 Unisex Eyeglasses ,Ray-Ban,Eyeglasses,5290,4232,Full Rim,Unisex,Rectangle,"b'Ray-Ban Rx5312 Large (Size-54) Matte Black 02477 Unisex EyeglassesLenses shaped by hand (risk of human error)Prices vary depending on power of lensesNo warranty on lenses50% higher prices than Lenskart (on average)Limited selection of frames in stockLenses shaped by laser precision machinesSame price no matter what your power1 year warranty on all lenses50% lower prices than local optician (on average)5,000 frames in stock in a range of styles and brands'",34,136,Matte Black
117,RX5287Black,Ray-Ban Rx5287 Medium (Size-52) Black 2000 Unisex Eyeglasses ,Ray-Ban,Eyeglasses,7890,6312,Full Rim,Unisex,Wayfarer,"b'Brand: Ray-Ban, Product Type: Eyeglasses, Frame Type: Full Rim, Frame Shape: Wayfarer, Gender: Men/Women\n\n3 DECIMAL TESTED\nEach eyeglass manufactured by Lenskart goes through 3 decimal testing (3D testing) performed by MEI machines. For the first time in India, this robotic technology from Germany creates micro-precision lenses which are accurate to 3 decimal places. No rounding off.\nMADE BY ROBOTS\n\n\nLenses are cut by robotic machines using German technologies leaving no room for human error.\nEdging of lenses by MEI machines that provide lenses accurate to 3 decimal places\nAspheric, Anti-Glare & Super Hydrophobic Lens with Robotic Inspection\n\n\nFRESH OUT OF THE OVEN\nNo middlemen simply means no extra cost. Our products come straight from us, the manufacturer, to you hence eliminating all extra costs added by layers of middlemen. So, you pay the lowest cost for the best quality.\nLENSKART VS LOCAL OPTICIAN\n\n\nAccuracy : Our lenses are accurate to 3 decimal places, however local opticians usually round the power off.\nQuality : Imported material with 7-layer polishing material.\nTrust : No local optician has 14 day return policy and 1 year warranty like we do\nVariety : The largest variety under one roof in India : 3000+ styles Imported material with 7-layer polishing material.\nValue : Unbeatable prices for the best quality\n\n\nLenses shaped by hand (risk of human error)Prices vary depending on power of lensesNo warranty on lenses50% higher prices than Lenskart (on average)Limited selection of frames in stockLenses shaped by laser precision machinesSame price no matter what your power1 year warranty on all lenses50% lower prices than local optician (on average)5,000 frames in stock in a range of styles and brands'",30,136,Black
118,RX7118Tortoise,Ray-Ban RX7118 Small (Size-48) Tortoise 2012 Unisex Eyeglasses ,Ray-Ban,Eyeglasses,7890,6312,Full Rim,Unisex,Round,"b'Bringing to the fore with the trendy tortoiseshell pattern are these Ray-Ban RX7118 Small (Size-48) Tortoise 2012 Unisex Eyeglasses. These timeless round frames have instantly created a rage among celebrities and the buddying Instagrammers. \xe2\x80\x98Eye spied\xe2\x80\x99 on Kendall Jenner and Hailey Bieber, these are a must-have accessory. Lenses shaped by hand (risk of human error)Prices vary depending on power of lensesNo warranty on lenses50% higher prices than Lenskart (on average)Limited selection of frames in stockLenses shaped by laser precision machinesSame price no matter what your power1 year warranty on all lenses50% lower prices than local optician (on average)5,000 frames in stock in a range of styles and brands'",43,132,Tortoise
119,RX6435Black Red,Ray-Ban RX6435 Large (Size-51) Black Red 3047 Unisex Eyeglasses ,Ray-Ban,Eyeglasses,4190,3352,Rimless,Unisex,Square,"b'Rimless eyeglasses are nothing new yet they are remain cutting edge. The best example are the Ray-Ban RX6435 Large (Size-51) Black Red 3047 Unisex Eyeglasses. They are have great angular features and will certainly never go out of style. Don\xe2\x80\x99t believe us? Take hints from Jennifer Garner and Patrick Dempsey.Lenses shaped by hand (risk of human error)Prices vary depending on power of lensesNo warranty on lenses50% higher prices than Lenskart (on average)Limited selection of frames in stockLenses shaped by laser precision machinesSame price no matter what your power1 year warranty on all lenses50% lower prices than local optician (on average)5,000 frames in stock in a range of styles and brands'",41,128,Black Red
120,RX6435Silver Black,Ray-Ban RX6435 Large (Size-51) Silver Black 2538 Unisex Eyeglasses ,Ray-Ban,Eyeglasses,4190,3352,Rimless,Unisex,Square,"b'Rimless eyeglasses are nothing new yet they are remain cutting edge. The best example are the Ray-Ban RX6435 Large (Size-51) Silver Black 2538 Unisex Eyeglasses. They are have great angular features and will certainly never go out of style. Don\xe2\x80\x99t believe us? Take hints from Jennifer Garner and Patrick Dempsey.Lenses shaped by hand (risk of human error)Prices vary depending on power of lensesNo warranty on lenses50% higher prices than Lenskart (on average)Limited selection of frames in stockLenses shaped by laser precision machinesSame price no matter what your power1 year warranty on all lenses50% lower prices than local optician (on average)5,000 frames in stock in a range of styles and brands'",41,126,Silver Black
121,RX7047Blue,Ray-Ban Rx7047 Medium (Size-54) Blue 5450 Unisex Eyeglasses ,Ray-Ban,Eyeglasses,6390,5112,Full Rim,Unisex,Rectangle,"b'Ray-Ban Rx7047 Large (Size-54) Blue 5450 Unisex EyeglassesLenses shaped by hand (risk of human error)Prices vary depending on power of lensesNo warranty on lenses50% higher prices than Lenskart (on average)Limited selection of frames in stockLenses shaped by laser precision machinesSame price no matter what your power1 year warranty on all lenses50% lower prices than local optician (on average)5,000 frames in stock in a range of styles and brands'",36,141,Blue
122,RX5277Black,Ray-Ban RX5277 2077 Size:54 Black Eyeglasses ,Ray-Ban,Eyeglasses,7390,5912,Full Rim,Unisex,Rectangle,"b'Ray-Ban RX5277 2077 Size:54 LargeB lack EyeglassesLenses shaped by hand (risk of human error)Prices vary depending on power of lensesNo warranty on lenses50% higher prices than Lenskart (on average)Limited selection of frames in stockLenses shaped by laser precision machinesSame price no matter what your power1 year warranty on all lenses50% lower prices than local optician (on average)5,000 frames in stock in a range of styles and brands'",30,140,Black
123,RX5379Grey,Ray-Ban RX5379 Medium (Size-53) Grey Transparent 5920 Unisex Eyeglasses ,Ray-Ban,Eyeglasses,4190,3352,Full Rim,Unisex,Rectangle,"b'The Ray-Ban RX5379 Medium (Size-53) Grey Transparent 5920 Unisex Eyeglasses\xe2\x80\x99 rectangular frame design is kept minimal. These eyeglasses for men and women come with slender frames with smooth curves on the top that will also complement square-shaped faces, apart from those with round and oval facial features. Lenses shaped by hand (risk of human error)Prices vary depending on power of lensesNo warranty on lenses50% higher prices than Lenskart (on average)Limited selection of frames in stockLenses shaped by laser precision machinesSame price no matter what your power1 year warranty on all lenses50% lower prices than local optician (on average)5,000 frames in stock in a range of styles and brands'",35,138,Grey
124,RX5277Tortoise,Ray-Ban Rx5277 Large (Size-54) Tortoise 2012 Unisex Eyeglasses ,Ray-Ban,Eyeglasses,7390,5912,Full Rim,Unisex,Rectangle,"b'Ray-Ban Rx5277 Large (Size-54) Tortoise 2012 Unisex EyeglassesLenses shaped by hand (risk of human error)Prices vary depending on power of lensesNo warranty on lenses50% higher prices than Lenskart (on average)Limited selection of frames in stockLenses shaped by laser precision machinesSame price no matter what your power1 year warranty on all lenses50% lower prices than local optician (on average)5,000 frames in stock in a range of styles and brands'",32,138,Tortoise
125,0RX6322IGrey Black,Ray-Ban 0Rx6322I Medium (Size-53) Gunmetal Grey Black 2620 Unisex Eyeglasses ,Ray-Ban,Eyeglasses,5090,4072,Half Rim,Unisex,Rectangle,"b'One pair of glasses can change your entire look! You can clearly see this in the way Bollywood uses eyeglasses as the instrument to present a change of personality. College-going SRK changes to a grown-up Professor in Mohabbatein by simply adding a pair of sleek and fine optical frames. Buy Ray-Ban 0RX6322I 2620 Size:53 Gunmetal Grey Black Eyeglasses to give a spin to your old look and amaze your loved ones with your charms.Lenses shaped by hand (risk of human error)Prices vary depending on power of lensesNo warranty on lenses50% higher prices than Lenskart (on average)Limited selection of frames in stockLenses shaped by laser precision machinesSame price no matter what your power1 year warranty on all lenses50% lower prices than local optician (on average)5,000 frames in stock in a range of styles and brands'",30,133,Grey Black
126,RX7017Gunmetal,Ray-Ban Rx7017 Large (Size-54) Tortoise Gunmetal 5200 Unisex Eyeglasses ,Ray-Ban,Eyeglasses,7890,6312,Full Rim,Unisex,Rectangle,"b'Ray-Ban Rx7017 Large (Size-54) Tortoise Gunmetal 5200 Unisex EyeglassesLenses shaped by hand (risk of human error)Prices vary depending on power of lensesNo warranty on lenses50% higher prices than Lenskart (on average)Limited selection of frames in stockLenses shaped by laser precision machinesSame price no matter what your power1 year warranty on all lenses50% lower prices than local optician (on average)5,000 frames in stock in a range of styles and brands'",32.8,142,Gunmetal
127,RX6424Golden Brown,Ray-Ban RX6424 Medium (Size-53) Golden Brown 3009 Unisex Eyeglasses ,Ray-Ban,Eyeglasses,‚¹5090,â‚¹4072,Full Rim,Unisex,Rectangle,"b'Jump in the fashion bandwagon with the oversized Ray-Ban RX6424 Medium (Size-53) Golden Brown 3009 Unisex Eyeglasses. These rectangular frames offer a sleek look due to the golden brown toned frames. This sophisticated pair surely throws a lot of shades of brown. Lenses shaped by hand (risk of human error)Prices vary depending on power of lensesNo warranty on lenses50% higher prices than Lenskart (on average)Limited selection of frames in stockLenses shaped by laser precision machinesSame price no matter what your power1 year warranty on all lenses50% lower prices than local optician (on average)5,000 frames in stock in a range of styles and brands'",36,133,Golden Brown
128,RX6434Golden Black,Ray-Ban RX6434 Medium (Size-53) Golden Black 2946 Unisex Eyeglasses ,Ray-Ban,Eyeglasses,7390,5912,Full Rim,Unisex,Rectangle,"b'Ray-Ban RX6434 Medium (Size-53) Golden Black 2946 Unisex Eyeglasses with uniquely engraved design on the temples make them OTT. The rectangular frames and shiny double bridge were similarly sported by Rainn Wilson\xe2\x80\x99s notorious character \xe2\x80\x98Dwight Schrute\xe2\x80\x99, in The Office. Lenses shaped by hand (risk of human error)Prices vary depending on power of lensesNo warranty on lenses50% higher prices than Lenskart (on average)Limited selection of frames in stockLenses shaped by laser precision machinesSame price no matter what your power1 year warranty on all lenses50% lower prices than local optician (on average)5,000 frames in stock in a range of styles and brands'",41,134,Golden Black
129,0RX5268Black,Ray-Ban 0Rx5268 Small (Size-50) Black 5119 Unisex Eyeglasses ,Ray-Ban,Eyeglasses,6390,5112,Full Rim,Unisex,Rectangle,"b'Brand: Ray-Ban, Product Type: Eyeglasses, Frame Type: Rectangle, Gender: Men/Look and feel supremely stylish with the exotic rectangular frames of Ray-Ban 0RX5268 Size:50 Matt Black 5119 Eyeglasses. In deep matte black, they make the perfect companion for sunny times. A creation by the well-loved Ray-Ban brand, these shades promise to make you stand out in the crowd, making their own unique style statement and adding a special feel to whichever outfit you choose to flaunt!Lenses shaped by hand (risk of human error)Prices vary depending on power of lensesNo warranty on lenses50% higher prices than Lenskart (on average)Limited selection of frames in stockLenses shaped by laser precision machinesSame price no matter what your power1 year warranty on all lenses50% lower prices than local optician (on average)5,000 frames in stock in a range of styles and brands'",32,131,Black
130,RX6489Golden Tortoise,Ray-Ban Rx6489 Small (Size-55) Golden Tortoise02500 Unisex Eyeglasses ,Ray-Ban,Eyeglasses,7390,5912,Full Rim,Unisex,Aviator,"b'Ray-Ban Rx6489 Small (Size-55) Golden Tortoise02500 Unisex EyeglassesLenses shaped by hand (risk of human error)Prices vary depending on power of lensesNo warranty on lenses50% higher prices than Lenskart (on average)Limited selection of frames in stockLenses shaped by laser precision machinesSame price no matter what your power1 year warranty on all lenses50% lower prices than local optician (on average)5,000 frames in stock in a range of styles and brands'",47,132,Golden Tortoise
131,RX6489Silver Tortoise,Ray-Ban RX6489 Medium (Size-58) Silver Blue Tortoise 2970 Unisex Eyeglasses ,Ray-Ban,Eyeglasses,7390,5912,Full Rim,Unisex,Aviator,"b'The Ray-Ban RX6489 Large (Size-58) Silver Blue Tortoise 2970 Unisex Eyeglasses are the modern-day aviators with a subtle addition of the tortoiseshell patterned ear piece. The eye-catching blue sliver frames with stylish slim temples are vacation ready. Take them along on your weekend escapes. Lenses shaped by hand (risk of human error)Prices vary depending on power of lensesNo warranty on lenses50% higher prices than Lenskart (on average)Limited selection of frames in stockLenses shaped by laser precision machinesSame price no matter what your power1 year warranty on all lenses50% lower prices than local optician (on average)5,000 frames in stock in a range of styles and brands'",49,139,Silver Tortoise
132,RX3610Golden Brown,Ray-Ban RX3610 Medium (Size-58) Gold DUen Brown 2500 Unisex Eyeglasses ,Ray-Ban,Eyeglasses,6390,5112,Full Rim,Unisex,Aviator,"b'Ray-Ban RX3610 Medium (Size-58) Gold DUen Brown 2500 Unisex EyeglassesLenses shaped by hand (risk of human error)Prices vary depending on power of lensesNo warranty on lenses50% higher prices than Lenskart (on average)Limited selection of frames in stockLenses shaped by laser precision machinesSame price no matter what your power1 year warranty on all lenses50% lower prices than local optician (on average)5,000 frames in stock in a range of styles and brands'",45,137,Golden Brown
133,RX6421Gunmetal Blue,Ray-Ban RX6421 Medium (Size-52) Gunmetal Blue 3041 Unisex Eyeglasses ,Ray-Ban,Eyeglasses,7390,5912,Full Rim,Unisex,Rectangle,"b'These Ray-Ban RX6421 Medium (Size-52) Gunmetal Blue 3041 Unisex Eyeglasses come with the modish design on the skinny flat temples and on the upper halves. These specs will complement any skin tone and they are perfect for round-shaped faces. The attractive in the gunmetal tone will sure make heads turn.Lenses shaped by hand (risk of human error)Prices vary depending on power of lensesNo warranty on lenses50% higher prices than Lenskart (on average)Limited selection of frames in stockLenses shaped by laser precision machinesSame price no matter what your power1 year warranty on all lenses50% lower prices than local optician (on average)5,000 frames in stock in a range of styles and brands'",41,134,Gunmetal Blue
134,RX3648Golden Tortoise,Ray-Ban RX3648 Large (Size-51) Golden Tortoise 2500 Unisex Eyeglasses ,Ray-Ban,Eyeglasses,7890,6312,Full Rim,Unisex,Hexagonal,"b'The angular spectacles design of Ray-Ban RX3648 Large (Size-51) Golden Tortoise 2500 Unisex Eyeglasses offer a bold vibe. Wherever you pair these trendy specs, they will surely convey a serious sophistication. Lenses shaped by hand (risk of human error)Prices vary depending on power of lensesNo warranty on lenses50% higher prices than Lenskart (on average)Limited selection of frames in stockLenses shaped by laser precision machinesSame price no matter what your power1 year warranty on all lenses50% lower prices than local optician (on average)5,000 frames in stock in a range of styles and brands'",45,130,Golden Tortoise
135,RX6425Black Grey,Ray-Ban RX6425 Medium (Size-53) Black Grey 3008 Unisex Eyeglasses ,Ray-Ban,Eyeglasses,5090,4072,Half Rim,Unisex,Rectangle,"b'These half-rimmed Ray-Ban RX6425 Medium (Size-53) Black Grey 3008 Unisex Eyeglasses add a hint of sophistication. When the slender black grey temples meet the black frames, it is certain things are going to get pretty serious.Lenses shaped by hand (risk of human error)Prices vary depending on power of lensesNo warranty on lenses50% higher prices than Lenskart (on average)Limited selection of frames in stockLenses shaped by laser precision machinesSame price no matter what your power1 year warranty on all lenses50% lower prices than local optician (on average)5,000 frames in stock in a range of styles and brands'",34,134,Black Grey
136,RX6427Black Red,Ray-Ban RX6427 Large (Size-51) Black Red 2509 Unisex Eyeglasses ,Ray-Ban,Eyeglasses,5090,4072,Half Rim,Unisex,Round,"b'Round glasses with half-rims such as the Ray-Ban RX6427 Large (Size-51) Black Red 2509 Unisex Eyeglasses are a modish alternative to the full rimmed ones. These specs are light weight even though they have been assembled in stainless steel. Nothing conveys effortless fashion as these.Lenses shaped by hand (risk of human error)Prices vary depending on power of lensesNo warranty on lenses50% higher prices than Lenskart (on average)Limited selection of frames in stockLenses shaped by laser precision machinesSame price no matter what your power1 year warranty on all lenses50% lower prices than local optician (on average)5,000 frames in stock in a range of styles and brands'",46,132,Black Red
137,RX6427Brown,Ray-Ban RX6427 Large (Size-51) Brown 2943 Unisex Eyeglasses ,Ray-Ban,Eyeglasses,5090,4072,Half Rim,Unisex,Round,"b'Round glasses with half-rims such as the Ray-Ban RX6427 Large (Size-51) Brown 2943 Unisex Eyeglasses are a modish alternative to the full rimmed ones. These specs are light weight even though they have been assembled in stainless steel. Nothing conveys effortless fashion as these.Lenses shaped by hand (risk of human error)Prices vary depending on power of lensesNo warranty on lenses50% higher prices than Lenskart (on average)Limited selection of frames in stockLenses shaped by laser precision machinesSame price no matter what your power1 year warranty on all lenses50% lower prices than local optician (on average)5,000 frames in stock in a range of styles and brands'",46,133,Brown
138,RX6437Golden Tortoise,Ray-Ban RX6437 Medium (Size-51) Golden Tortoise 3036 Unisex Eyeglasses ,Ray-Ban,Eyeglasses,7390,5912,Full Rim,Unisex,Rectangle,"b'Revive that geek-chic look with the Ray-Ban RX6437 Medium (Size-51) Golden Tortoise 3036 Unisex Eyeglasses. These specs maintain the oversized rectangular frames with slim temples. Pair them with less make-up and your hair tied in a neat ponytail for that Hailey Bieber glow.Lenses shaped by hand (risk of human error)Prices vary depending on power of lensesNo warranty on lenses50% higher prices than Lenskart (on average)Limited selection of frames in stockLenses shaped by laser precision machinesSame price no matter what your power1 year warranty on all lenses50% lower prices than local optician (on average)5,000 frames in stock in a range of styles and brands'",40,128,Golden Tortoise
139,RX6435Golden Black,Ray-Ban RX6435 Large (Size-51) Golden Black 2730 Unisex Eyeglasses ,Ray-Ban,Eyeglasses,4190,3352,Rimless,Unisex,Square,"b'Rimless eyeglasses are nothing new yet they are remain cutting edge. The best example are the Ray-Ban RX6435 Large (Size-51) Golden Black 2730 Unisex Eyeglasses. They are have great angular features and will certainly never go out of style. Don\xe2\x80\x99t believe us? Take hints from Jennifer Garner and Patrick Dempsey.Lenses shaped by hand (risk of human error)Prices vary depending on power of lensesNo warranty on lenses50% higher prices than Lenskart (on average)Limited selection of frames in stockLenses shaped by laser precision machinesSame price no matter what your power1 year warranty on all lenses50% lower prices than local optician (on average)5,000 frames in stock in a range of styles and brands'",41,126,Golden Black
140,RX2185Black,Ray-Ban RX2185 Large (Size-52) Black 2000 Unisex Eyeglasses ,Ray-Ban,Eyeglasses,7890,6312,Full Rim,Unisex,Round,"b'The Ray-Ban RX2185 Large (Size-52) Black 2000 Unisex Eyeglasses boast of a unique frame design offering the best of rounds and the iconic wayfarer. These specs in trend will surely get you a smart look when paired with your formals and casuals.Lenses shaped by hand (risk of human error)Prices vary depending on power of lensesNo warranty on lenses50% higher prices than Lenskart (on average)Limited selection of frames in stockLenses shaped by laser precision machinesSame price no matter what your power1 year warranty on all lenses50% lower prices than local optician (on average)5,000 frames in stock in a range of styles and brands'",43,138,Black
141,RX3648Golden Tortoise,Ray-Ban RX3648 Large (Size-51) Golden Brown Golden Tortoise 2945 Unisex Eyeglasses ,Ray-Ban,Eyeglasses,7890,6312,Full Rim,Unisex,Hexagonal,"b'The angular spectacles design of Ray-Ban RX3648 Large (Size-51) Golden Brown Golden Tortoise 2945 Unisex Eyeglasses offer a bold vibe. Wherever you pair these trendy specs, they will surely convey a serious sophistication. Lenses shaped by hand (risk of human error)Prices vary depending on power of lensesNo warranty on lenses50% higher prices than Lenskart (on average)Limited selection of frames in stockLenses shaped by laser precision machinesSame price no matter what your power1 year warranty on all lenses50% lower prices than local optician (on average)5,000 frames in stock in a range of styles and brands'",45,130,Golden Tortoise
142,RX5377Black,Ray-Ban RX5377 Small (Size-50) Black 2000 Unisex Eyeglasses ,Ray-Ban,Eyeglasses,7890,6312,Full Rim,Unisex,Wayfarer,"b'The Ray-Ban RX5377 Small (Size-50) Black 2000 Unisex Eyeglasses will complement all oval and heart-shaped faces. The angular fronts contrast the curvy lower halves and the temples swoop in a tapered fashion without any additional fuss. Pair these frames with your smart casuals and amp up your style. Lenses shaped by hand (risk of human error)Prices vary depending on power of lensesNo warranty on lenses50% higher prices than Lenskart (on average)Limited selection of frames in stockLenses shaped by laser precision machinesSame price no matter what your power1 year warranty on all lenses50% lower prices than local optician (on average)5,000 frames in stock in a range of styles and brands'",43,144,Black
143,RX6421Tortoise Golden,Ray-Ban RX6421 Large (Size-54) Tortoise Golden 3001 Unisex Eyeglasses ,Ray-Ban,Eyeglasses,7390,5912,Full Rim,Unisex,Rectangle,"b'These Ray-Ban RX6421 Medium (Size-54) Tortoise Golden 3001 Unisex Eyeglasses come with the modish tortoiseshell pattern on the skinny flat temples and on the upper halves. These specs will complement any skin tone and they are perfect for round-shaped faces. The attractive in the golden tone will sure make heads turn.Lenses shaped by hand (risk of human error)Prices vary depending on power of lensesNo warranty on lenses50% higher prices than Lenskart (on average)Limited selection of frames in stockLenses shaped by laser precision machinesSame price no matter what your power1 year warranty on all lenses50% lower prices than local optician (on average)5,000 frames in stock in a range of styles and brands'",41,138,Tortoise Golden
144,RX6426Golden Brown,Ray-Ban RX6426 Medium (Size-53) Gold DUen Brown 2905 Unisex Eyeglasses ,Ray-Ban,Eyeglasses,5090,4072,Full Rim,Unisex,Square,"b'The square-shaped Ray-Ban RX6426 Medium (Size-53) Gold DUen Brown 2905 Unisex Eyeglasses come with smooth edges. Plus, the suave combo of golden and brown hues on the frames, curved bridge and flat temples will boost up your everyday demeanour.Lenses shaped by hand (risk of human error)Prices vary depending on power of lensesNo warranty on lenses50% higher prices than Lenskart (on average)Limited selection of frames in stockLenses shaped by laser precision machinesSame price no matter what your power1 year warranty on all lenses50% lower prices than local optician (on average)5,000 frames in stock in a range of styles and brands'",45,134,Golden Brown
145,RX3648Black,Ray-Ban RX3648 Large (Size-51) Black 2509 Unisex Eyeglasses ,Ray-Ban,Eyeglasses,7890,6312,Full Rim,Unisex,Hexagonal,"b'The angular spectacles design of Ray-Ban RX3648 Large (Size-51) Black 2509 Unisex Eyeglasses offer a bold vibe. Wherever you pair these trendy specs, they will surely convey a serious sophistication. Lenses shaped by hand (risk of human error)Prices vary depending on power of lensesNo warranty on lenses50% higher prices than Lenskart (on average)Limited selection of frames in stockLenses shaped by laser precision machinesSame price no matter what your power1 year warranty on all lenses50% lower prices than local optician (on average)5,000 frames in stock in a range of styles and brands'",45,129,Black
146,RX6441Golden,Ray-Ban RX6441 Large (Size-56) Golden 2500 Unisex Eyeglasses ,Ray-Ban,Eyeglasses,7390,5912,Half Rim,Unisex,Square,"b'This pair of Ray-Ban RX6441 Large (Size-56) Golden 2500 Unisex Eyeglasses come in the suave golden tone. With half-rimmed frames, they have a geometrical tilt on the upper halves. The bridge construction held by the sturdy top bar have a matte finish, enough to beat the passing trends. Lenses shaped by hand (risk of human error)Prices vary depending on power of lensesNo warranty on lenses50% higher prices than Lenskart (on average)Limited selection of frames in stockLenses shaped by laser precision machinesSame price no matter what your power1 year warranty on all lenses50% lower prices than local optician (on average)5,000 frames in stock in a range of styles and brands'",47,136,Golden
147,RX6427Golden Brown,Ray-Ban RX6427 Large (Size-51) Gold DUen Brown 2500 Unisex Eyeglasses ,Ray-Ban,Eyeglasses,5090,4072,Half Rim,Unisex,Round,"b'Round glasses with half-rims such as the Ray-Ban RX6427 Large (Size-51) Gold DUen Brown 2500 Unisex Eyeglasses are a modish alternative to the full rimmed ones. These specs are light weight even though they have been assembled in stainless steel. Nothing conveys effortless fashion as these.Lenses shaped by hand (risk of human error)Prices vary depending on power of lensesNo warranty on lenses50% higher prices than Lenskart (on average)Limited selection of frames in stockLenses shaped by laser precision machinesSame price no matter what your power1 year warranty on all lenses50% lower prices than local optician (on average)5,000 frames in stock in a range of styles and brands'",46,133,Golden Brown
148,RX8905Grey Transparent,Ray-Ban RX8905 Medium (Size-53) Grey Transparent Grey Pink 5845 Unisex Eyeglasses ,Ray-Ban,Eyeglasses,9990,7992,Full Rim,Unisex,Rectangle,"b'If you want to flaunt your playful attitude, meet your match - the Ray-Ban RX8905 Medium (Size-53) Grey Transparent Grey Pink 5845 Unisex Eyeglasses. These modern specs with thick rims and comfortable rubber grips on the ear piece makes them ideal for prolonged use. Oh! there\xe2\x80\x99s the brand logo detailing inside the temples as well.Lenses shaped by hand (risk of human error)Prices vary depending on power of lensesNo warranty on lenses50% higher prices than Lenskart (on average)Limited selection of frames in stockLenses shaped by laser precision machinesSame price no matter what your power1 year warranty on all lenses50% lower prices than local optician (on average)5,000 frames in stock in a range of styles and brands'",40,140,Grey Transparent
